Fragetext,Antwort,Sprache,Sentiment,Zahlenwert
Zu diesem Fragebogen/dieser Erhebung gebe ich folgendes Feedback:,die LV war sehr interessant gestaltet,de,positive,0.8736595511436462
,,unknown,not analyzed,
Zu diesem Fragebogen/dieser Erhebung gebe ich folgendes Feedback:,-,unknown,not analyzed,
Zu diesem Fragebogen/dieser Erhebung gebe ich folgendes Feedback:,"Gute Veranstaltung, aber auch sehr trocken",de,positive,0.7692497596144676
An der LV hat mir besonders gut gefallen:,Erklärungen anhand von praktischen Beispielen,de,neutral,-0.00023041987151373178
,,unknown,not analyzed,
An der LV hat mir besonders gut gefallen:,"Der LV-Leiter hat den Stoff gut vorgetragen und war immer bereit, auf Fragen der Studenten ausführlich einzugehen.",de,positive,0.5960907712578773
,,unknown,not analyzed,
Ich habe folgende Kritikpunkte und Verbesserungsvorschläge:,"Ein Prüfungstermin sollte unbedingt für den Herbst eingeplant werden. Die Studierenden haben im neuen Curriculum genug immenete Prüfungen zu erledigen. Dabei erhebt jeder LV-LeiterIn den Anspruch, der einzige Kurs des Studierenden im betreffenden Semester zu sein.",de,neutral,-0.003442433080635965
Ich habe folgende Kritikpunkte und Verbesserungsvorschläge:,"Leider wird in der LV üblicherweise nur ein Klausurtermin angeboten. Dies ist, auf Grund der zyklischen Abhaltung der LV jeweils nur im Sommersemester, leider zu bemängeln.",de,negative,-0.9132294319570065
Ich habe folgende Kritikpunkte und Verbesserungsvorschläge:,"Diese LV wird nur zyklisch angeboten, aber trotzdem gibt es nur einen Klausurtermin, es sollte mindestens 2 Termine geben, da sicher genug Studenten antreten würden und es nicht für alle möglich ist den ersten Termin wahrzunehmen, bzw möglicherweise sind nicht alle positiv! Da muss man dann ein Jahr warten, bis man wieder antreten kann! ",de,negative,-0.9912775307893753
An der LV hat mir besonders gut gefallen:,Der Vortragsstil von Fr. Ladler - die Theorie mit guten Beispielen verbunden,de,neutral,-1.306863941863412e-05
An der LV hat mir besonders gut gefallen:,"die vortragende -enormes fachwissen, ein glück jemanden wie frau professor ladler hier zu haben. ",de,neutral,-3.286486162323854e-06
Ich habe folgende Kritikpunkte und Verbesserungsvorschläge:,"keine 8 stunden blocks, auch wenn eine mittagspause von einer stunde eingebaut wird- ist es zu viel wissen an einem tag!!!",de,negative,-0.9804678140208125
Ich habe folgende Kritikpunkte und Verbesserungsvorschläge:,Klausurzeit viel zu wenig! Eine Falllösung nach der Vorstellung von Prof. Ladler erfordert viel mehr Zeit als gegeben war!,de,negative,-0.9972420205594972
Zu diesem Fragebogen/dieser Erhebung gebe ich folgendes Feedback:,Eine sehr lernreicher Kurs - mit viel Input und mit sehr guten Beispielen kombiniert,de,negative,-0.05149662494659424
An der LV hat mir besonders gut gefallen:,"Sehr kompetenter Vortragender, sehr freundlich und sehr gute Vermittlung der Themengebiete.",de,positive,0.9986887988052331
,,unknown,not analyzed,
,,unknown,not analyzed,
An der LV hat mir besonders gut gefallen:,"der Aufbau als Blockveranstaltung, Literaturhinweise zur Ausarbeitung der Fälle",de,neutral,-8.16447891338612e-06
An der LV hat mir besonders gut gefallen:,Sehr guter Vortragender,de,positive,0.9678002763539553
An der LV hat mir besonders gut gefallen:,Sehr gutes Wissen der Lehrperson.,de,positive,0.9758751913905144
An der LV hat mir besonders gut gefallen:,"Die Fälle wurden in der Gruppe gelöst, daher hoher Lernfaktor.",de,neutral,-0.00023180374410003424
,,unknown,not analyzed,
An der LV hat mir besonders gut gefallen:,-die theoretischen Inhalte aus den PR Vorlesungen wurden perfekt in die Praxis umgesetzt,de,neutral,4.341600288171321e-07
,,unknown,not analyzed,
,,unknown,not analyzed,
An der LV hat mir besonders gut gefallen:,"Die Interaktion zwischen den Studierenden und dem LV-Leiter, das Zusammenarbeiten um gemeinsam zu einer Lösung zu gelangen. Die menschliche und vergleichsweise lockere Art des LV-Leiters machte es einem leichter sich auch zu trauen mitzuarbeiten auch wenn sich die eigene Lösung vielleicht als falsch herausstellen könnte.",de,neutral,-2.0374964151415043e-06
Ich habe folgende Kritikpunkte und Verbesserungsvorschläge:,"Folien würden eine gute Unterstützung für die Ausarbeitung und das Lernen darstellen!Man könnte auch grob schon das Fallschema in der ersten Einheit erläutern, damit die Studenten wissen, worauf sie bei der Falllösung achten müssen und wie genau die Frage ""Wie ist die Rechtslage?"" beantwortet werden soll. ",de,negative,-0.04057171940803528
Ich habe folgende Kritikpunkte und Verbesserungsvorschläge:,Evtl. zischen Ende des Kurses und Klausurtermin etwas mehr Zeit,de,neutral,-0.010749862529337406
Ich habe folgende Kritikpunkte und Verbesserungsvorschläge:,"Besser vor der eigentlichen Falllösung die Theorie durchsprechen!  Ansonsten  würde man durcheinander kommen!  Wahnsinnig engagierter Professor, selten bis noch nie so jemanden erlebt ,der den Studenten wirklich das Gefühl gibt, dass man sie respektiert! Sehr gute Lv mit großem Lernfaktor ",de,positive,0.9777855845168233
Ich habe folgende Kritikpunkte und Verbesserungsvorschläge:,-hätte noch gerne mehrere Einheiten davon gehabt,de,neutral,-0.007646404905244708
,,unknown,not analyzed,
Ich habe folgende Kritikpunkte und Verbesserungsvorschläge:,"Die Pausen hätte ich persönlich nicht gebraucht, danach fiel es mir noch schwerer mich zu konzentrieren als es ohnehin schon nicht einfach war. Die Termine waren in meinen Augen zu spät angesetzt etwas früher am Tag wäre sicherlich hilfreicher, kann mir aber auch vorstellen das es für zB Berufstätige anders nicht schaffbar ist.",de,negative,-0.9345572404563427
An der LV hat mir besonders gut gefallen:,Kompetenter LV-Leiter.,de,positive,0.9604406673461199
An der LV hat mir besonders gut gefallen:,"einfach erklärt, sehr interessant",de,positive,0.9857422518543899
An der LV hat mir besonders gut gefallen:,fachliche Kompetenz des Vortragenden,de,neutral,-7.242782521643676e-05
,,unknown,not analyzed,
An der LV hat mir besonders gut gefallen:,Das man nicht anwesend sein musste..,de,negative,-0.9560656864196062
An der LV hat mir besonders gut gefallen:,sehr umfassendes Wissen des Professors,de,positive,0.977257315069437
An der LV hat mir besonders gut gefallen:,"kompetenter Vortragender, Trotz umfangreicher Stoffmenge Zeit für Fragen und Antwort gegeben",de,positive,0.9849885134026408
An der LV hat mir besonders gut gefallen:,Die Beispiele die gebracht werden. Grundsätzlich gute Vortragsweise.,de,positive,0.9859479931183159
Ich habe folgende Kritikpunkte und Verbesserungsvorschläge:,"LV-Leiter sprach sehr leise und verwendete auch kein Mikro, trotz Hinweise und Bitten eines zu verwenden.",de,neutral,-0.0004794225824298337
,,unknown,not analyzed,
,,unknown,not analyzed,
Ich habe folgende Kritikpunkte und Verbesserungsvorschläge:,sehr trocken und eintönig und völlig ohne praktischen Bezug oder Beispiele vorgetragen,de,negative,-0.9988636785419658
Ich habe folgende Kritikpunkte und Verbesserungsvorschläge:,"Schwierige Klausurfragen. Auch wenn man lernt ist das keine garantier durchzukommen. Bei der Lehrveranstaltung etwas leise gesprochen. Manchmal etwas schwer mitzukommen, da manchmal sehr schnell gesprochen wurde.",de,positive,0.7960143461823463
Ich habe folgende Kritikpunkte und Verbesserungsvorschläge:,"Stoff wird übermäßig genau durchgemacht. Da die AAU ""lediglich"" Steuerberater-Anwärter züchten will, vollkommen überflüssig. Alternativ wäre anzuregen, dass Studium in Wirtschaftsrecht umzuwandeln (mit LL.B.)......oder noch besser, ein vollwertiges Jus-Studium einzuführen!",de,negative,-0.9314489960670471
Ich habe folgende Kritikpunkte und Verbesserungsvorschläge:,Bessere und mehrere verständliche Beispiele und bessere Erklärung. Nicht nur aus dem Kodex herauslesen. ,de,negative,-0.9400338623672724
Ich habe folgende Kritikpunkte und Verbesserungsvorschläge:,Fragenkatalog wäre hilfreich zum lernen.,de,neutral,-0.003319129580631852
Ich habe folgende Kritikpunkte und Verbesserungsvorschläge:,Man konnte teilweise selbst in der 3 Reihe nichts verstehen.,de,negative,-0.8404021030291915
,,unknown,not analyzed,
,,unknown,not analyzed,
Ich habe folgende Kritikpunkte und Verbesserungsvorschläge:,Einführung als Freigegenstand und nicht als Pflichtfach,de,neutral,-0.005046451464295387
Ich habe folgende Kritikpunkte und Verbesserungsvorschläge:,manchmal etwas zu schnell,de,positive,0.9554826207458973
,,unknown,not analyzed,
Ich habe folgende Kritikpunkte und Verbesserungsvorschläge:,"Folien mit mehr Informationen, wenn man die Möglichkeit nicht hat die VO zu besuchen ist es schwierig nach den FOlien zu lernen.",de,neutral,-0.028134973719716072
An der LV hat mir besonders gut gefallen:,-sehr gute Praxisbeispiele seitens der LV-Leiterin,de,positive,0.96414565294981
,,unknown,not analyzed,
,,unknown,not analyzed,
,,unknown,not analyzed,
,,unknown,not analyzed,
,,unknown,not analyzed,
An der LV hat mir besonders gut gefallen:,"Das Aufarbeiten der Theorie anhand der Fallausarbeitung, so wurde es verständlich rübergebracht und die Thematik wurde sehr greifbar.",de,neutral,-0.0010623317211866379
,,unknown,not analyzed,
,,unknown,not analyzed,
,,unknown,not analyzed,
,,unknown,not analyzed,
An der LV hat mir besonders gut gefallen:,Die Vortragende hat das Thema sehr interessant und verständlich erklärt und hat viele Beispiele aus der Praxis mit eingebracht ,de,neutral,0.0059745649341493845
An der LV hat mir besonders gut gefallen:,Super erklärt! ,sv,not analyzed,
An der LV hat mir besonders gut gefallen:,Individuelle Gestaltung der Themengebiete sofern es möglich war. Praxisnahen Beispiele sowie Diskussion zu einzelnen Themengebieten.,de,neutral,-9.843518455454614e-06
,,unknown,not analyzed,
An der LV hat mir besonders gut gefallen:,"Die Vorgehensweise der Vortragenden, die Theorie permanent durch praktische Beispiele verständlich zu Gestalten. Ebenfalls die permanente Möglichkeit Fragen zu stellen und darauf informative und verständliche Antworten zu bekommen.",de,neutral,0.002762054093182087
Ich habe folgende Kritikpunkte und Verbesserungsvorschläge:,-aufgrund der vielen Feiertage ist der Klausurtermin leider erst einen Monat später angesetzt,de,positive,0.48382245004177094
Ich habe folgende Kritikpunkte und Verbesserungsvorschläge:,"Der größte Kritikpunkt ist der Hörsaal (HS 2) in dem die LV stattfand.Einen ganzen Tag in einem schlecht belüfteten HS zu verbringen, macht es schwer sich wirklich konzentrieren zu können. Vor allem da die LV geblockt an Samstagen stattfindet ist es unverständlich, warum kein anderer Hörsaal zur Verfügung steht.",de,negative,-0.9818071650806814
,,unknown,not analyzed,
,,unknown,not analyzed,
Ich habe folgende Kritikpunkte und Verbesserungsvorschläge:,Die Einheiten waren teils zu lange (den ganzen Samstag) - am Nachmittag ist man nicht mehr so konzentriert ,de,negative,-0.9194745160639286
Zu diesem Fragebogen/dieser Erhebung gebe ich folgendes Feedback:,Der Fragebogen deckt meiner Meinung nach durch die offenen Fragen alle Aspekte ab.,de,positive,0.5355275869369507
An der LV hat mir besonders gut gefallen:,"Fachkundige Professorin, Interessantes Thema, durch die Fallausarbeitung viel gelernt (auch für andere LVs), keine Druck bei der Präsentation der Fälle",de,neutral,-0.0033722904045134783
An der LV hat mir besonders gut gefallen:,"Die Themen waren interessant. In der kleinen Gruppe konnte gut auf die Verständnisprobleme eingegangen werden. Durch das ""Nachbohren"" der Vortragenden waren viele zwar genervt, aber ich finde genau das hat zu einem Verständnis und einer Festigung des Stoffes geführt. ",de,positive,0.9686759309843183
Ich habe folgende Kritikpunkte und Verbesserungsvorschläge:,"Auch wenn nicht anders möglich, war die LV, mit den 5x4 Std. sehr eng geblockt",de,negative,-0.9521919637918472
Ich habe folgende Kritikpunkte und Verbesserungsvorschläge:,"Kritik ist hier eher an Teilnehmern und nicht an der Vortragenden/der LV angebracht. Es war teilweise schon sehr anstrengend, wenn die Teilnehmer nach dem 15. Fall noch immer nicht verstanden haben, wie das Bestehen eines Arbeitsvertrages korrekt geprüft wird. Da kann man verstehen, dass die Vortragende oft genervt wirkte und ab und an Zynismus den Raum erfüllte.",de,negative,-0.940409092232585
,,unknown,not analyzed,
Ich habe folgende Kritikpunkte und Verbesserungsvorschläge:,"Lehrperson verglich uns ständig mit Grazer Studenten. Außerdem ständiges ""rollen mit den Augen"", falls StudentIn nicht sofort die richtige Antwort parat hatte. ",de,negative,-0.9171382714994252
Ich habe folgende Kritikpunkte und Verbesserungsvorschläge:,Keinen Block Wochenende + darauf folgendes Wochenende!,de,negative,-0.8321668580174446
Zu diesem Fragebogen/dieser Erhebung gebe ich folgendes Feedback:,"Leider wird hier und auch in der Vorlesung das Sozialrecht nur tangiert. Es wäre interessant gewesen hier noch mehr zu erfahren. Ich hoffe, dass es eine eigene LV zum Sozialrecht geben wird, da dieses Thema sicher viele interessiert und auch von allgemeiner Bedeutung ist.",de,neutral,-0.030940331518650055
Zu diesem Fragebogen/dieser Erhebung gebe ich folgendes Feedback:,7 Fragen?,nl,not analyzed,
An der LV hat mir besonders gut gefallen:,Legendäre Rhethorik des Vortragenden! Könnte ruhig auf öffentl. Recht und Privatrecht abfärben!,de,neutral,-0.058347051963210106
An der LV hat mir besonders gut gefallen:,Sehr gute Unterlagen für die Thematik Steuerrecht. Gute Erklärungen des Vortragenden.,de,neutral,-0.0014777202159166336
An der LV hat mir besonders gut gefallen:,"Prof. Bayer war sehr bemüht, das etwas verwirrende Thema des Steuerrechts verständlich zu erklären",de,positive,0.9480644781142473
,,unknown,not analyzed,
An der LV hat mir besonders gut gefallen:,"Kurze Theoriefragen die für die jeweilige Einheit zu beantworten waren, Es wurde der Stoff sehr verständlich erklärt, es wurde darauf geachtet das jeder mitkommt, jeder musste sich für seine einheite vorbereiten was zusätzlich einen hohen Lernfortschritt bringt",de,positive,0.9992807932430878
An der LV hat mir besonders gut gefallen:,das die Vortragende immer vorher kurz die Theorie sehr verständlich erklärt hat! War wirklich sehr hilfreich.,de,positive,0.9883114681579173
An der LV hat mir besonders gut gefallen:,"Sehr nette, kompetente LV-Leiterin!",de,positive,0.9975436053937301
An der LV hat mir besonders gut gefallen:,das man mit mehr Wissen aus dem Kurs geht als vorher.,de,negative,-0.8568033911287785
Ich habe folgende Kritikpunkte und Verbesserungsvorschläge:,"Leider ist Frau Baier sehr verwirrt was sich auch in Ihren schematas wiederspiegelt, viel zu viel Aufwand und die durchfall Quote ist eine Frechheit, man kann dann nicht immer den Studenten alleine die Schuld dafür geben, es sind insgesamt zwölf Einheiten diese sollte man aufteilen in zwei Kurse oder mehr ECTS, gefühlt ist das ein Rauswurf Fach. Frau Baier ist zwar nett aber leider ungeeignet. ",de,negative,-0.9954300366807729
Ich habe folgende Kritikpunkte und Verbesserungsvorschläge:,"Blockveranstaltungen Freitag/Samstag (eventuell andere Wochentage oder zumindest andere Zeiten?). Das Eintragen für die Beispiele sollt erst dann möglich sein, wenn man die Beispielsammlung bekommen hat (--> viele haben sich vorab eingetragen (wahrscheinich Leute, die den Kurs schon öfters besucht haben und wissen, welche Beispiele kommen), ist ein wenig unfair den anderen gegenüber, die sich dann für die  Beispiele eintragen müssen, die sonst keiner machen will). Wenn der Studierende seine Lösung vorliest, bitte keine Paragraphen rauslesen, sondern einfach nur sagen, welcher Paragraph verwendet wird und kurz (in eigenen Worten) sagen, was drinnen steht, sonst ist es beim Mitschreiben verwirrend.",de,negative,-0.9494579024612904
An der LV hat mir besonders gut gefallen:,Wiederholungen der letzten Einheit am Anfang der Stunde,de,neutral,-7.566298882011324e-05
,,unknown,not analyzed,
,,unknown,not analyzed,
,,unknown,not analyzed,
,,unknown,not analyzed,
,,unknown,not analyzed,
An der LV hat mir besonders gut gefallen:,"Fachlich top, Pausen waren optimal gesetzt. Sehr engagierte Vortragende.",de,positive,0.9958506908733398
An der LV hat mir besonders gut gefallen:,faire Einteilungsform der Beispiele,de,neutral,0.07282153144478798
An der LV hat mir besonders gut gefallen:,Die Wiederholung am Anfang des Kurses.,de,neutral,-0.005976883927360177
An der LV hat mir besonders gut gefallen:,"gute Erklärungen, freiwillige Meldungen waren möglich",de,neutral,0.40385784208774567
Ich habe folgende Kritikpunkte und Verbesserungsvorschläge:,die Blöcke sind für dieses komplexe Rechtsgebiet - meiner Meinung nach - zu lange,de,neutral,-0.050215186551213264
Ich habe folgende Kritikpunkte und Verbesserungsvorschläge:,"Sehr lange Kurseinheiten, dadurch lässt die Konzentrationsfähigkeit zum Ende hin stark nach. Sonst ist alles gut. ",de,positive,0.986745563801378
Ich habe folgende Kritikpunkte und Verbesserungsvorschläge:,Blockveranstaltung am Nachmittag,de,negative,-0.536108672618866
,,unknown,not analyzed,
,,unknown,not analyzed,
Ich habe folgende Kritikpunkte und Verbesserungsvorschläge:,"Raum sollte eindeutig größer sein, unmögliches Arbeitsklima. Eine vorher festgelegte Liste in der Studenten gezwungen werden, gewisse Beispiele auszuarbeiten und durchzudenken, damit sichergestellt ist, dass alle Beispiele behandelt werden und es nicht zu meiner Meinung nach unnötigen Belehrungen von Erwachsenen kommen muss, und es dann auch kein Problem ist, wenn man ein Beispiel zusammen mit der Gruppe durchgeht, ohne dass ein Student draußen referiert.",de,negative,-0.9936664861161262
,,unknown,not analyzed,
,,unknown,not analyzed,
,,unknown,not analyzed,
,,unknown,not analyzed,
Ich habe folgende Kritikpunkte und Verbesserungsvorschläge:,nicht so lange Blockeinheiten,de,positive,0.7562925815582275
An der LV hat mir besonders gut gefallen:,Die Vortragende hat den Stoff verständlich vorgetragen.,de,neutral,-0.00012343321577645838
,,unknown,not analyzed,
,,unknown,not analyzed,
An der LV hat mir besonders gut gefallen:,"sehr viele Übungsbeispiele, Blockveranstaltung, die Vortragende hat die LV sehr interessant und verständlich gestaltet",de,positive,0.9752313974313438
,,unknown,not analyzed,
An der LV hat mir besonders gut gefallen:,Sehr gute Vortragende.,de,positive,0.9648007992655039
Ich habe folgende Kritikpunkte und Verbesserungsvorschläge:,(Monster-)Blocklehrveranstaltung mitten in der Woche! Schneidet sich mit mehreren anderen LV''s!,de,negative,-0.7488798964768648
,,unknown,not analyzed,
An der LV hat mir besonders gut gefallen:,"umfassende Diskussionen zu den einzeln Themen, dabei konnte sehr viel Wissen mitgenommen werden",de,neutral,-0.0011123920558020473
An der LV hat mir besonders gut gefallen:,"Die angebotenen Themen der beiden Lehrenden waren umfangreich und breit gefächert, jeder Student hatte die Möglichkeit, ein ihm entsprechendes Thema auszuwählen.",de,neutral,4.6215473048505373e-07
,,unknown,not analyzed,
An der LV hat mir besonders gut gefallen:,"Interessante Themen, Präsentation von Studierenden und Vertiefung von Lehrpersonen",de,neutral,-0.00037585882819257677
Ich habe folgende Kritikpunkte und Verbesserungsvorschläge:,"Die Vortragenden haben zu den einzelnen Präsentationen zwar Zusatzfragen gestellt, um den Studenten eine weitere Fragestellung für die Bearbeitung des Themas im Rahmen der Seminararbeit zu geben, jedoch wurden die einzelnen Vorträge nicht wirklich gefeedbacked. Ich denke, dass es für die Studenten durchaus wichtig ist, ein paar Worte über den Vortrag und über den Inhalt der abgehaltenen Präsentation zu hören.",de,neutral,-0.0012074364349246025
An der LV hat mir besonders gut gefallen:,Zu jedem Themenbereich wurde die Theorie noch einmal wiederholt,de,neutral,-1.9794501895376015e-06
An der LV hat mir besonders gut gefallen:,Vortragende war sehr sympathisch,de,positive,0.8993073925375938
,,unknown,not analyzed,
An der LV hat mir besonders gut gefallen:,Jede Einheit gab es eine kleine Wiederholung der vorherigen Einheit. ,de,neutral,-0.00020918405061820522
An der LV hat mir besonders gut gefallen:,"LV Leiterin ließ Studenten selbst bestimmen, für wann sie einen Fall vorbereiten möchten. Am Beginn der LV wurde der Stoff wiederholt, was ich persönlich sehr gut fand. ",de,positive,0.956519665196538
An der LV hat mir besonders gut gefallen:,Die LV Leiterin ,de,negative,-0.6614902019500732
,,unknown,not analyzed,
Ich habe folgende Kritikpunkte und Verbesserungsvorschläge:,"zu oft Theorie wiederholt (2mal würde reichen, anstatt 5mal)",de,negative,-0.9869716563262045
,,unknown,not analyzed,
Ich habe folgende Kritikpunkte und Verbesserungsvorschläge:,"zu lange Einheiten, trotz Vorbereitung ist es schwer der LV zu folgen, da man sehr viele Beispiele und Theorie bespricht",de,negative,-0.975664240308106
Ich habe folgende Kritikpunkte und Verbesserungsvorschläge:,"Einen Kritikpunkt habe ich: Man sollte die Einheiten splitten und mehrere teilgeblockte Einheiten machen, da man so nicht immer 100% aufpassen kann, da es einfach zu viel Input ist. ",de,negative,-0.9079792909324169
Ich habe folgende Kritikpunkte und Verbesserungsvorschläge:,Folien auf Moodle stellen,de,neutral,-0.06060655601322651
Ich habe folgende Kritikpunkte und Verbesserungsvorschläge:,Zu lange Einheiten mit zu wenig Pausen um effizient Mitarbeiten zu können.,de,neutral,-0.33480411395430565
,,unknown,not analyzed,
,,unknown,not analyzed,
Ich habe folgende Kritikpunkte und Verbesserungsvorschläge:,"Toller Theorieinput aber das Abschreiben, war sehr anstrengend und doch ziemlich viel. Vielleicht teilweise online stellen?",de,negative,-0.9515454992651939
An der LV hat mir besonders gut gefallen:,"Gute Erklärungen,",de,negative,-0.8649458661675453
,,unknown,not analyzed,
,,unknown,not analyzed,
,,unknown,not analyzed,
An der LV hat mir besonders gut gefallen:,"Der Vortrag wurde durch Kontrollfragen und Handouts unterstützt, welche viel zur Verständlichkeit beigetragen haben. ",de,neutral,-1.1935080692637712e-05
An der LV hat mir besonders gut gefallen:,Der Vortragende hat das Thema sehr gut und ausführlich erklärt.,de,neutral,-0.0005673114210367203
,,unknown,not analyzed,
,,unknown,not analyzed,
An der LV hat mir besonders gut gefallen:,Es wurden Fragebögen zur Verfügung gestellt. Zwischenzeitlich haben wir auch manche Fragen gemeinsam durchgemacht. Der Herr Professor hat den Inhalt sehr interessant rübergebracht und viele Beispiele zur Verständniserleichterung hinzugefügt. ,de,neutral,0.0026797056198120117
Ich habe folgende Kritikpunkte und Verbesserungsvorschläge:,Vor Beginn die erforderlichen Unterlagen klar,de,neutral,-0.0029141204431653023
,,unknown,not analyzed,
Ich habe folgende Kritikpunkte und Verbesserungsvorschläge:,Keine ,de,positive,0.19150447845458984
Ich habe folgende Kritikpunkte und Verbesserungsvorschläge:,keine Folien,de,negative,-0.9578408319503069
Ich habe folgende Kritikpunkte und Verbesserungsvorschläge:,Es gibt Nichts zum Aussetzen. ,de,neutral,-0.015127824619412422
Zu diesem Fragebogen/dieser Erhebung gebe ich folgendes Feedback:,Alles in allem kann ich diese LV nur empfehlen und auch den Professor. Es war insgesamt ein sehr interessanter Bereich/eine sehr interessante Vorlesung und eben durch die Fragebögen konnte man sich eigenständig damit beschäftigen und dadurch auch mitlernen.,de,positive,0.999271169595886
,,unknown,not analyzed,
Zu diesem Fragebogen/dieser Erhebung gebe ich folgendes Feedback:,Kurz und klar,de,positive,0.895532913506031
,,unknown,not analyzed,
An der LV hat mir besonders gut gefallen:,"Präsentationen, Diskussionen",fi,not analyzed,
An der LV hat mir besonders gut gefallen:,"Es ist bei fachspezifischen Lehrveranstaltungen stets ein Vorteil, wenn der Vortragende aus der Praxis kommt und den Studenten realitätsnahe Fälle präsentieren kann. Das fördert einerseits das Interesse und andererseits die Motivation der Studenten.",de,neutral,-5.962792783975601e-07
,,unknown,not analyzed,
,,unknown,not analyzed,
An der LV hat mir besonders gut gefallen:,Vortragender war ausgezeichnet !! Praxis & Theorie wurden verständlich verknüpft und dadurch war der Lernfortschritt riesig !,de,positive,0.9957465759944171
,,unknown,not analyzed,
An der LV hat mir besonders gut gefallen:,"Großer Lernfortschritt, durch die Lösung der Fälle zu Hause und anschließende Präsentation in der LV,statt einer Klausur am Ende des Semesters, weil man sich wirklich intensiv mit dem Stoff befasst hat. Dadurch werde ich den Stoff sicher länger bei mir behalten, als wenn ich nur für die Klausur gelernt hätte.",de,neutral,-0.08576858788728714
,,unknown,not analyzed,
,,unknown,not analyzed,
,,unknown,not analyzed,
,,unknown,not analyzed,
Ich habe folgende Kritikpunkte und Verbesserungsvorschläge:,keine ,de,negative,-0.9910348383709788
Ich habe folgende Kritikpunkte und Verbesserungsvorschläge:,-,unknown,not analyzed,
An der LV hat mir besonders gut gefallen:,Die wichtigsten Punkte aus der Vorlesung wurden komprimiert zusammengefasst und von Hrn. Lattacher sehr kompetent mit vielen praxisbezogenen Beispielen veranschaulicht!,de,neutral,-0.12768307514488697
,,unknown,not analyzed,
An der LV hat mir besonders gut gefallen:,der LV-Leiter hat die Inhalte auf einfache und deutlich Weise erklärt. ,de,neutral,-8.643238834338263e-05
An der LV hat mir besonders gut gefallen:,"Überzeugend, verständlich und sinnvoll.",de,positive,0.990242637693882
An der LV hat mir besonders gut gefallen:,Sehr gute Erklärung.,de,positive,0.974812257103622
An der LV hat mir besonders gut gefallen:,Genaues Wiederholen der wichtigsten Themenpunkte! Hr. Lattacher war immer bestens vorbereitet und sehr kompetent! Das Tutorium wurde sehr verständlich abgehalten und ist eine sehr große Hilfe vor allem bei den schwierigen Themen! Wirklich großes Lob für dieses Tutorium! Eine sehr große Hilfe für die Klausur und das Verstehen des Stoffes!!! Alle Fragen wurden sehr verständlich und souverän beantwortet!! Danke dafür!!! ,de,positive,0.9990497657854576
An der LV hat mir besonders gut gefallen:,ausgezeichnet erklärt,de,positive,0.9866678356193006
An der LV hat mir besonders gut gefallen:,Das einfache und leichte Verstehen der doch komplexen Themen.,de,neutral,-0.0066605242900550365
,,unknown,not analyzed,
An der LV hat mir besonders gut gefallen:,Das alles sehr verständlich gamacht wurde und gut erklärt! Netter Tutor.,de,positive,0.9970875987783074
An der LV hat mir besonders gut gefallen:,perfekte Organisation,no,not analyzed,
An der LV hat mir besonders gut gefallen:,"Herr Lattacher hat alle Vorlesungspunkte sehr einfach und gut erklärt. Er konnte überall Beispiele anbringen, die es erleichterten gewisse komplexe Dinge zu verstehen. Die Kombination von Vorlesung und Tutorium ist für Anfänger, aber auch für Leute mit Vorwissen extrem hilfreich. Herr Lattacher war immer gut vorbereitet und konnte alle Fragen die auftauchten gut beantworten. Ein lockeres Tutorium das wirklich Spaß gemacht hat.",de,positive,0.9958946899278089
Ich habe folgende Kritikpunkte und Verbesserungsvorschläge:,Keine!,de,positive,0.8382654935121536
Ich habe folgende Kritikpunkte und Verbesserungsvorschläge:,überhaupt keine Kritikpunkte und keine Verbesserungsvorschläge,de,negative,-0.9964883577777073
Ich habe folgende Kritikpunkte und Verbesserungsvorschläge:,/,unknown,not analyzed,
Ich habe folgende Kritikpunkte und Verbesserungsvorschläge:,/,unknown,not analyzed,
Ich habe folgende Kritikpunkte und Verbesserungsvorschläge:,Ein größerer Raum wäre angenehmer gewesen.,de,positive,0.9548009168356657
Ich habe folgende Kritikpunkte und Verbesserungsvorschläge:,keine,fi,not analyzed,
Ich habe folgende Kritikpunkte und Verbesserungsvorschläge:,Absolut keine Kritik!!!!!,et,not analyzed,
Zu diesem Fragebogen/dieser Erhebung gebe ich folgendes Feedback:,-,unknown,not analyzed,
Zu diesem Fragebogen/dieser Erhebung gebe ich folgendes Feedback:,Das Tutorium finde ich besser als die LV,de,positive,0.9650747403502464
Zu diesem Fragebogen/dieser Erhebung gebe ich folgendes Feedback:,Sehr gute Erklärung.,de,positive,0.974812257103622
An der LV hat mir besonders gut gefallen:,"praktische Beispielsübung, sehr kompetente Leitung",de,positive,0.9965450911549851
Ich habe folgende Kritikpunkte und Verbesserungsvorschläge:,Es hat leider kein Tutorium vor der Prüfung gegeben... das war sehr schade und hätte bestimmt viel geholfen. ,de,negative,-0.9328443631529808
Zu diesem Fragebogen/dieser Erhebung gebe ich folgendes Feedback:,alles ok,et,not analyzed,
An der LV hat mir besonders gut gefallen:,Es wurden verschiedene didaktische Methoden ausprobiert.,de,neutral,-1.3601535101770423e-05
,,unknown,not analyzed,
,,unknown,not analyzed,
,,unknown,not analyzed,
,,unknown,not analyzed,
An der LV hat mir besonders gut gefallen:,"kollektive Selbst- bzw. Mitgestaltung (Prüfungsmodi, Planung der LV), aktuelle Themendiskussionen",de,neutral,-8.899615204427391e-05
